url,title,description,category
https://surfit.io/link/GAjen,Vue Server Side Rendering,"Vue Server Side Rendering의 구조
필자는 Nuxt.js를 사용하지 않고 보일러플레이트를 사용해서 약간 개선해서 구현했다. 처음에는 ‘그냥 Nuxt쓸걸…’이라고 후회하기도 했지만 그래도 덕분에 Universal SSR의 실행 과정을 더 깊게 알아볼 수 있는 좋은 기회였다고 생각한다.(라고 삽질을 포장해본다)
해당 포스팅에서는 필자가 작성했",Vue.js
https://surfit.io/link/exMdq,Mock Service Worker (feat. vue),"MSW는 서비스 워커(아래에서 설명)를 사용하여, HTTP 요청을 가로채 모의 응답을 보내는 API 도구이다.
MSW를 사용하면 사용자가 요청하는 것처럼 API를 구성할 수 있어, 실제 백엔드 API가 완성되어도 코드를 변경할 필요가 없다.

🙄 그런데, MSW를 사용하는 이유는 무엇일까? 백엔드 API를 그대로 쓰면 안될까?

프로젝트를 진행하다보면, 백",Vue.js
https://surfit.io/link/P1WEl,클립보드 이미지를 1초만에 링크로 만드는 툴 개발하기,"이미지를 삽입할 땐 클립보드에 저장된 이미지나 가지고 있는 이미지를 제 GitHub Issue 아무거나 골라 댓글에 붙여넣기해서 만들어진 URL을 사용하고 있습니다.
이런 식으로 블로그에 삽입할 이미지 주소를 무료로 만들어서 사용 중입니다
이렇게 하는 이유는 이 블로그 리파지토리에 이미지 리소스를 저장하기 싫고, 외부 저장소를 사용하는 비용을 지불하고 싶지",Vue.js
https://surfit.io/link/7LOgM,Vue.js로 크롬 확장 프로그램 만들기 강의 - 3부,"Vue는 Single File Component (SFC) 라는 기술로 한 파일에서 HTML, Javascript, CSS를 모두 정의합니다. 이 자체로 장점이 있다면 있을 수 있고, 코드가 길어진다면 단점이 될 수도 있겠죠.
기존 코드를 아래처럼 정리해주고, src/components 폴더에 있는 HelloWorld.vue 파일도 지워주세요.
App.vu",Vue.js
https://surfit.io/link/VDAJk,Vue.js로 크롬 확장 프로그램 만들기 강의 - 2부,"Vite

문서에 따르면 빗 이라고 읽으면 된답니다. 불어로 빠른 이라는 뜻입니다.
Vite을 사용하면 복잡한 설정들을 직접 구현할 필요가 없습니다. 그리고 Vue 만을 위한 툴은 아니고, React나 Svelte같은 다른 프레임워크도 모두 제공합니다.
프로젝트 새로 구성하기
일단 기존에 만들었던 vue-extension 디렉토리는 지워주세요. vite를 ",Vue.js
https://surfit.io/link/1Yoz8,Vue 컴포넌트 – 메모리 누수 분석하기,"메모리 누수란?
프로그램이 작동하며 할당됐던 메모리가 더 이상 사용되지 않는 시점에서도 반환되지 않는 현상입니다. 정상적으로 반환되지 않은 메모리가 계속 누적되면 프로그램에 할당할 수 있는 메모리가 부족해지면서 프로그램이 비정상적으로 작동하거나 크래시가 발생할 수 있습니다. JavaScript의 경우 가비지 컬렉터가 프로그램에 할당된 메모리를 주기적으로 관",Vue.js
https://surfit.io/link/AZgeX,"Vue, 원피스로 떠나는 여정","Vue3는 작년, 2020년 9월 18일에 정식으로 릴리즈하였습니다. Vue 창시자인 에반 유는 버전 네이밍으로 원피스라 이름을 지었습니다. 실무에 활용하는 기술이니만큼 반가운 소식에 공식 사이트로 바로 달려갔었습니다. 새롭게 추가된 method와 기능도 다양했지만, 반대로 사라진 문법들이 즐비했습니다. 처음 접하였을 당시에는 프론트 개발자라면 당연히 신경",Vue.js
https://surfit.io/link/000eW,Vue.js 3 반응형 동작 원리 살펴보기,"Vue.js 3에는 많은 변화가 있지만, 이 글에서는 내가 그동안 기다려왔던 새로운 반응형에 대해 살펴보고자 한다.
참고로 본문에 작성된 모든 코드들은 이해를 돕기 위해 vue@2.6.12와 vue-next@3.0.4에서 반응형 코드의 흐름만 살려 간단하게 작성한 코드이다.
들어가기 전에
Vue.js 3의 반응형을 살펴보기에 앞서 Vue.js 2의 반응형은",Vue.js
https://surfit.io/link/6QA20,Vue.js 웹앱 프로젝트에 QR 코드 스캔 기능 도입하기,"별도의 어플리케이션 없이도 핸드폰에 내장된 카메라에서 손쉽게 QR 코드 스캔을 할 수 있을 정도로 모바일 카메라를 이용한 QR 코드 인식이 용이하다는 점을 깨닫고 바코드 스캔이 아닌 QR 코드 스캔 기능을 구현하는 것으로 기획 방향을 수정했습니다.

앞서 언급했듯이 QR 코드는 인식률이 매우 높기도 하고 360도 어느 각도에서든 인식이 가능하다는 장점이 있",Vue.js
https://surfit.io/link/3qpzD,로컬 환경에서 Vue Plugin 개발하기,"로컬 개발 환경에서 편하게 plugin을 개발하고 테스트하는 방법을 소개하려고 합니다.



로컬에서 plugin을 개발하는 방법은 여러가지 있겠지만 그 중에서 제가 사용했던 두 가지 방법을 소개하겠습니다.



1. Plugin 내부에 개발 진입점 만들기

우리가 만든 것은 Vue plugin이기 때문에 plugin 내부 기능을 테스트하기 위해 plugi",Vue.js
