url,title,description,category
https://surfit.io/link/dPEL7,"창시자 앨런 케이가 말하는, 객체 지향 프로그래밍의 본질","객체 지향이란 거대한 코끼리 같은 존재다.
앨런 케이와 스몰톡 이후에도 수많은 언어와 이론들이 나오면서 발전해왔다.
따라서 앨런 케이의 말이 꼭 정답이라고 할 수는 없다.
하지만 앨런 케이가 생각했던 객체 지향의 초기 아이디어는
우리가 객체 지향을 이해하는 아주 좋은 시작점이라고 생각한다.
그럼 라디오스타 식의 질문을 한번 날려보도록 하자.

앨런 케이에게",일반 개발
https://surfit.io/link/VD6x7,원점에서 다시 멋진 모바일 엔지니어링 팀 만들기,"예측할 수 있는 것들을 최대한 사전에 방지하고, 예측할 수 없는 것들은 빠르게 인지하는 방법을 찾기 위해 우리는 지금 어느 지점이 서 있는지 확인이 필요했습니다. 이에 적합한 로드맵을 팀 구성원들과 함께 논의하여 정하게 되었고 최우선으로 아래와 같은 프로세스들을 개선하고자 집중하였습니다.비정기적 모바일 배포리소스가 고려되지 않은 업무 배정 &amp; 불분명",일반 개발
https://surfit.io/link/llOx8,Werner Vogels – 좋은 API 디자인을 위한 6가지 배운 점,"처음 API 설계를 할 때 많이 간과하는 부분이 있습니다. API를 만들 때, 고객의 요구에 구현하다 보면 초기 설계에 신경을 잘 쓰지 않는다는 점입니다. 빠르게 구현하다 보면,  결과적으로 각 팀의 API 형식이 약간씩 다를 수 있습니다. 예를 들어, 보겔스 박사님은 AWS Lambda 함수와 Amazon Kinesis에서 유사한 API 호출을 다르게 표",일반 개발
https://surfit.io/link/Wk4Om,코드 리뷰의 목적은 성장이어야 한다,"코드 리뷰(Code Review)란 말 그대로 코드를 리뷰하는 행위를 말한다. 코드 리뷰는 좋은 개발 문화 중 하나로 인식 되고 있는데, 그저 코드를 리뷰한다고 해서 좋은 개발 문화일지, 리뷰를 어떻게 잘 할 수 있을지 이야기해보려고 한다.
목적
코드 리뷰는 왜 할까?
버스 팩터 (Bus Factor)
‘버스 팩터’란 팀원이 버스에 치여서 죽거나 크게 다쳤",일반 개발
https://surfit.io/link/VDzG7,카카오 비즈인프라FE파트 개발자는 어떻게 일할까? - 기술편,"Next.js와 React, Typescript를 기반으로 개발하였고, SWR과 Recoil.js을 적절히 사용해 상태를 관리하고 있습니다. 











광고 SDK











– 제이크광고 SDK는 iOS, Android와 같이 다양한 플랫폼에서 제공되고 있습니다. 이 중 비즈인프라FE파트에서는 웹에서 동작하는 웹 SDK의 개발을 담당하",일반 개발
https://surfit.io/link/LLPje,도메인 주도 설계로 소프트웨어 만들기,"소프트웨어를 만드는 과정에서 종종 간과하는 부분 중 하나가 바로 “엔지니어 관점에서 소프트웨어를 바라보니 아무래도 기술적인 영역에 좀 더 집중하게 되고, 다른 영역에 대한 것은 놓쳐버리기도 한다”는 점입니다.물론 소프트웨어에서 기술은 빠질 수 없는 부분이지만, 기술만으로 충분할까요?이러한 고민에서 지난 2020년 4월 말, 마이리얼트립에서는 도메인 주도 설",일반 개발
https://surfit.io/link/ll6kL,오늘의집 MSA Phase 1. 백엔드 분리작업,"적은 수의 팀원이 다수의 서비스를 담당하게 되는 문제를 만들지 않아야 합니다. 서비스가 커지면 그때 다시 나눕니다
Bounded Context를 명확히 한다면 서비스를 나누는 것은 어렵지 않을 것입니다.
유사하지만 다른 도메인이 하나의 서비스에 존재하는 경우에는 패키지 구조를 분리하여 경계를 명확하게 합니다.
도메인을 분석하고 경계를 명확하게 하기 위해 팀",일반 개발
https://surfit.io/link/4bmvg,HDCON 해킹방어대회 대상! ‘ㅋㅋ팀’을 만나 듣는 그 뒷 이야기,"많은 기업들이 직면하고 있는 보안문제에 대한 해결책을 제안하는 아이디어 공모전 형태로 진행된 2021 HDCON 해킹방어대회.
인프라보안팀의 강정진, 권현준, 송수호, 이주호님으로부터 수상 비하인드와 도전기를 들어보았습니다.
지금 함께 만나보시죠!
1. ㅋㅋ팀을 만나다!

Q. 참가한 &lt;2021 HDCON 해킹방어대회&gt;는 어떤 대회인가요?
KIS",일반 개발
https://surfit.io/link/RvlVy,"Firebase를 대체할 오픈소스 프로젝트, Supabase","Supabase는 구글 Firebase를 엔터프라이즈 레벨에서도 사용 가능하도록 만든 오픈소스 프로젝트이다. 현재는 베타 서비스이다.
컴퓨터에 직접 설치하는 방식은 아니고, Firebase처럼 클라우드로 제공되는 서비스이다.
내가 Firebase를 사용하면서 아쉬웠던 건, 데이터가 많아졌을 때 인덱싱을 쉽게 적용시켜서 빠르게 레코드를 읽어오는 기능이 강력하",일반 개발
https://surfit.io/link/kq1P8,공통시스템개발팀 코드 리뷰 문화 개선 이야기,"MR은 쌓여가는데 리뷰가 늦어서 직접 요청하는 경우가 자주 있었습니다.
그에 따라 리뷰이는 리뷰를 기다리고 리뷰어는 수많은 MR을 확인하느라 고통받고 있었습니다.

리뷰어가 이해하기 쉽게 MR 내용 작성
같은 파트원의 승인 이후에 머지
MR, 리뷰 코멘트 발생 시 슬랙으로 알람
기존 코드 리뷰 문화는 이랬습니다. 크게 부족해 보이는 부분은 없어 보였는데 왜",일반 개발
