url,title,description,category
https://surfit.io/link/zMOl0,PHP Annotated — January 2022,"PHP 재단은은 PHP 언어의 장수와 번영을 보장하는 것을 사명으로 하는 비영리 조직으로 11월 말에 작업을 시작했습니다.
우리는 이미 첫 번째 결과를 얻었습니다. 핵심 개발자들의 후원 신청이 접수되어 처리 중입니다.
재단 팀은 월간 업데이트를 게시할 예정이므로 Twitter @thephpf를 구독하면 최신 뉴스를 받아볼 수 있습니다.
PHP 재단에 대한 ",PHP
https://surfit.io/link/VDDAY,PHP Annotated — October 2021,"PHP 8.1 RC3이 출시 되었습니다. 열거형(enumeration)을 사용하는 첫 패키지도 이미 사용할 수 있습니다.
Magento의 커뮤니티 포크가 발표되었습니다.
PSR 외에도 PER이라는 새로운 유형의 권장 사항이 있습니다.
Symfony 6은 가능한 모든 곳에 타입을 선언합니다. 업데이트 방법은 무엇입니까?
PHP 8.2에서는 최적화된 새로운 데",PHP
https://surfit.io/link/K21Rp,PHP Annotated — September 2021,"PHP 8.1이 첫 번째 release candidate에 도달했으며(RC 1) 변경 사항 목록이 확정되었습니다. 11월 말에 예정된 최종 릴리스 전에 최소 5개의 릴리스 후보가 더 있을 것입니다.
한편, PHP 8.2에 대한 세 가지 추가 제안(연산자 오버로딩, $this type hint, 동적 속성 지원 중단)과 관련하여 PHP 내부에서 이미 논의가 ",PHP
https://surfit.io/link/Kr4vb,Laravel HTTP Client Test,"라라벨에는 HTTP Request를 쉽게 구현할 수 있는 HTTP Client를 지원합니다.

외부 API에 대한 테스트를 우리가 진행할 필요는 없지만, 테스트 환경에서 프로덕션과 같은 API에 요청을 직접할 수 없거나, 테스트 속도를 높이기 위해서 응답값을 직접 지정해야줘야 하는 경우일 때, 응답값을 직접 지정할 수 있는 테스트를 지원합니다.

간단한 A",PHP
https://surfit.io/link/w6dxM,PHP Annotated: August 2021,"PHP 8.1이 파이버를 갖게 됨에 따라 두 개의 인기 있는 PHP용 비동기 프레임워크가 힘을 합치고 공통의 추상화 위에서 함께 작업하기로 합의했습니다.
PHP 8.1.0, Beta 2https://www.php.net/archive/2021.php#2021-08-05-2
베타 릴리스는 PHP 8.1의 활발한 개발 단계가 끝났다는 신호이며, 이는 새로운 기",PHP
https://surfit.io/link/wV1ER,"라라벨 개발환경 구축하기(feat. 홈스테드, 도커)","라라벨에서 개발 환경을 구축하는 방법으로는 대표적으로 홈스테드와 도커가 있는데, 홈스테드의 경우 예전부터 써오던 방법이고, 도커로 사용하는 것은 추가된지 얼마 안 된것으로 생각된다.
Homestead
Laravel Homestead 는 주로 Windows 에서, Valet 의 경우에는 Mac 에서 사용한다만, 포스팅의 기준이 Windows 이기 때문에 이를",PHP
https://surfit.io/link/wkeV8,라라벨 프레임워크 시작하기,"갑자기 웬 라라벨인가 싶겠지만, 최근 Go 를 하면서 잠시 손에 놓았던 라라벨을 모종의 이유로 다시금 딥다이브 해야 할 상황이 생겼기에 기존에 어느정도 알고는 있었지만, 처음부터 시작하는 마음으로 블로그에도 글을 작성해보기로 했다. 설치부터 시작해서 라라벨의 요소들을 간단히 살펴보겠지만, 공식문서보다는 쉽게 설명할 것이다. 물론 라라벨에 대한 내용은 다른 ",PHP
https://surfit.io/link/KQW1p,PHP Annotated — May 2021,"Roman Pronskiy가 쓰고 JetBrains에서 제공하는 PHP Annotated 2021년 5월호의 번역/해석본입니다.
이 중에서 몇 가지 제 취향껏 골라 그 안의 내용도 좀 뒤져보고 개발새발 번역해서 소개합니다.
Composer의 통계에 따르면 PHP 8.0이 추진력을 얻고 있으며 더 많이 채택되고 있습니다.
한편, PHP internals에선 ",PHP
https://surfit.io/link/wZQYk,Laravel Octane Beta 릴리즈,"Laracon 데모에서 Octane이 6,000 req/s를 보여줬습니다! 아직 베타 버전이지만, Laravel팀은 Jetstream, Horizon, Spark 등과 같은 패키지와 호환성을 지키기위해 노력하고 있습니다.





그리고 우리는 Laravel 커뮤니티에서 외부 패키지에 대한 Octane 테스트 중입니다. 강조하지만, Octane은 베타 상태",PHP
https://surfit.io/link/KQ7Zg,PHP의 Git 서버가 해킹되었습니다.,"PHP의 git 서버가 공급망 해킹에 당해 앞으로 php-src는 Github를 메인으로 사용합니다.
하지만 여러분에 서버에 설치된 PHP가 취약한 것은 아닙니다.
다만, php-src를 직접 컴파일하여 사용하시는 분은 악성 커밋(1, 2)이 소스코드에 포함되어 있는지 확인이 필요합니다.



공급망 공격이란 기존의 어플리케이션이나, 서비스를 공격했던 방식",PHP
https://surfit.io/link/3GeeN,PHP Annotated – March 2021,"워드 프레스 점유율은 상위 1000 만 사이트 중 40%를 초과합니다. w3techs에서 통계를 뽑기 위해 사용하는 방법론과 역사적 추세에 대해 자세히 알아보십시오.
New PSR ClockInterface standard proposed for considerationhttps://github.com/php-fig/fig-standards/pull/122",PHP
https://surfit.io/link/3OBPr,Amazon Chime SDK를 활용한 영상면접 서비스 개발,"이 글에서는 Amazon Chime SDK(이하 Chime SDK)를 활용한 부분을 중점적으로 작성하였습니다.


현재 영상면접 서비스는 PC에서만 제공되고 있으며 모바일 지원 및 채팅 기능 등 다양한 기능이 추가될 예정입니다.

서비스 흐름
사람인에서는 기업회원이 등록한 공고의 지원자 또는 인재Pool에 이력서를 공개한 개인회원에게 면접일정을 요청하고 요",PHP
https://surfit.io/link/KYgjA,PHP Annotated – February 2021,"Roman Pronskiy가 쓰고 JetBrains에서 제공하는 PHP Annotated 2021년 2월호의 번역/해석본입니다.
이 중에서 몇 가지 제 취향껏 골라 그 안의 내용도 좀 뒤져보고 개발새발 번역해서 소개합니다.
PHP 8.0.2, 7.4.15, 7.3.27https://www.php.net/ChangeLog-8.php#8.0.2https://w",PHP
